0.1	24.08257	1.69872
0.2	26.99373	1.76451
0.3	33.84059	1.82317
0.4	36.01255	1.87529
0.5	38.15127	1.92135
0.6	38.88491	1.96171
0.7	32.53328	1.99664
0.8	39.42872	2.02637
0.9	41.97993	2.05107
1	49.62034	2.07084
1.1	37.80971	2.08577
1.2	36.36302	2.0959
1.3	45.93726	2.10125
1.4	47.29473	2.10178
1.5	43.00906	2.09745
1.6	46.75411	2.08815
1.7	39.14255	2.07376
1.8	30.94587	2.05412
1.9	39.25919	2.02901
2	26.80027	1.99816
2.1	35.3196	1.96122
2.2	35.12964	1.9178
2.3	27.16816	1.86736
2.4	28.71838	1.80924
2.5	24.5713	1.74262
2.6	20.9118	1.66639
2.7	26.15392	1.57907
2.8	19.78431	1.47863
2.9	17.01678	1.36207
3	16.21128	1.22469
