1.10517	1.09535
1.2214	1.62244
1.34986	2.04471
1.49182	1.71774
1.64872	1.70702
1.82212	2.37506
2.01375	3.23198
2.22554	2.55945
2.4596	3.80099
2.71828	5.73037
3.00417	3.41412
3.32012	7.61534
3.6693	5.692
4.0552	7.67414
4.48169	8.71336
4.95303	4.94387
5.47395	13.05029
6.04965	15.92847
6.68589	16.5113
7.38906	20.38796
8.16617	22.47779
9.02501	20.45037
9.97418	33.83724
11.02318	42.63653
12.18249	39.26357
13.46374	54.92377
14.87973	47.46945
16.44465	50.30958
18.17415	44.2964
20.08554	93.23896
