1.10517	676.73447
1.2214	833.19272
1.34986	869.61554
1.49182	602.5795
1.64872	491.71036
1.82212	558.99684
2.01375	618.14568
2.22554	395.39515
2.4596	471.13036
2.71828	565.6928
3.00417	266.24725
3.32012	464.92887
3.6693	269.35446
4.0552	278.39792
4.48169	239.39289
4.95303	101.49345
5.47395	197.23217
6.04965	174.33327
6.68589	128.51321
7.38906	110.60697
8.16617	83.13221
9.02501	50.31242
9.97418	53.89634
11.02318	42.67075
12.18249	23.88628
13.46374	19.5814
14.87973	9.52502
16.44465	5.43336
18.17415	2.4508
20.08554	2.50242
